id,photo_url,road_address,name,size,latitude,longitude,phone,business_hours,review_count,facilities,parking,very_good,seat_info,menu,category
243,"['https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fnaverbooking-phinf.pstatic.net%2F20241105_112%2F17307758328754Hmco_JPEG%2Fimage.jpg', 'https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20250214_288%2F1739519296347C6von_JPEG%2F%25C7%25C7%25C7%25C1%25C6%25BC%25C7%25C7%25C7%25C1%25C6%25BC_-1jpg.jpg', 'https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20250214_97%2F17395192951032foOz_JPEG%2F%25C7%25C7%25C7%25C1%25C6%25BC%25C7%25C7%25C7%25C1%25C6%25BCjpg.jpg']","서울특별시 마포구 와우산로29길 8 (서교동,지하2층)",곱창전골,119.23,193696.6856,450284.6564,02-3143-2284,,78,[],,"['음악이 좋아요', '인테리어가 멋져요', '술이 다양해요', '음식이 맛있어요']",[],"[[""조니워커블랙"", null], [""오렌지주스"", null], [""망고주스"", null], [""크랜베리주스"", null], [""자몽주스"", null], [""블루사파이어"", null]]",양식
244,"['https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240926_180%2F1727335594252XPKW8_JPEG%2FIMG_0365.jpeg', 'https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240926_226%2F1727335594277SAPw6_JPEG%2F249F97CA-876A-407D-A724-C50534084034.jpeg', 'https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240926_84%2F17273358726463EUHy_JPEG%2F41628029-45D9-471E-8113-AC94E5B54985.jpeg']","서울특별시 마포구 와우산로23길 43, 2층 (서교동)",그남자의볶음밥,67.91,193167.5097,450283.6013,0507-1363-6514,,276,"['테이크아웃 할인', '비건 메뉴', '포장', '무선 인터넷', '배달']",주차 불가,"['음식이 맛있어요', '양이 많아요', '가성비가 좋아요', '혼밥하기 좋아요']",[],"[[""마라볶음밥"", 10900], [""김치삼겹살볶음밥"", 9900], [""치킨베이컨볶음밥"", 9900], [""김치베이컨볶음밥"", 9900]]",양식
245,"['https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230505_234%2F1683259756705QEcb6_JPEG%2FIMG_1267.JPG', 'https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230505_128%2F1683259736880IF6Nc_JPEG%2FKakaoTalk_20230505_130817693_01.jpg', 'https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230505_201%2F1683259763846CV4Pt_JPEG%2FKakaoTalk_20230505_130817693.jpg']","서울특별시 마포구 와우산로29길 26-5 (서교동, 지하1층)",더파이브올스,50.28,193610.5154,450356.5342,02-322-3966,수: 18:00 - 01:00; 목: 18:00 - 01:00; 금: 18:00 - 02:00; 토: 17:00 - 02:00; 일: 17:00 - 01:00; 월: 18:00 - 01:00; 화: 18:00 - 01:00,148,[],,"['술이 다양해요', '음식이 맛있어요', '가성비가 좋아요', '친절해요']",[],"[[""자이언트 플레이팅"", 20000], [""모듬순살 치킨"", 18000], [""콥 샐러드"", 15000], [""야끼소바"", 8000], [""랜덤 플레이팅"", 15000], [""소세지구이"", 15000], [""카페 그라탕"", 8000]]",한식
246,"['https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230227_156%2F16774813746253R2Bw_PNG%2F20230227_155817.png', 'https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230227_251%2F1677481373686UUoLj_PNG%2F20230227_155523.png', 'https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230227_153%2F1677481373855SQavR_PNG%2F20230227_155403.png']","서울특별시 마포구 독막로3길 24-6 (서교동, 1층일부)",물고기초밥,29.8,192614.0327,449658.3148,02-322-6609,수: 11:30 - 21:30; 목: 11:30 - 21:30; 금: 11:30 - 21:30; 토: 11:30 - 21:30; 일: 11:30 - 21:30; 월: 정기휴무 (매주 월요일); 화: 11:30 - 21:30,475,"['포장', '무선 인터넷', '단체 이용 가능']",주차 불가,"['음식이 맛있어요', '재료가 신선해요', '친절해요', '혼밥하기 좋아요']","['단체석', '입식', '바테이블']","[[""초밥우동세트 (초밥 8p+미니우동)"", 13000], [""덮밥우동세트 (회덮밥+미니우동)"", 11000], [""특모둠 초밥 (12p)"", 28000], [""물고기 초밥 (12p)"", 23000], [""모둠 초밥 (10p)"", 18000], [""모둠사시미 (중)"", 40000], [""연어사시미"", 38000], [""광어사시미"", 45000], [""반반사시미"", 42000], [""회덮밥"", 15000], [""회무침"", 15000], [""우동"", 8000], [""김치우동"", 9000], [""타코와사비"", 13000]]",일식
247,"['https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200622_220%2F1592804241498CpU0L_JPEG%2FeOkD6w2rg-ocDD5j58unf5wm.jpg', 'https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fpup-review-phinf.pstatic.net%2FMjAyMzAzMTNfMjM3%2FMDAxNjc4NzE2MzMyMTI0.fRWXW_o5ezdx_G9Mda8MV2fwKLtlTAF9iFjiew-FFfAg.cRJ6f14U8uiw0mDxNcOSlaLvYnppCnb0S8Ab4LCD4P0g.JPEG%2F1678716317939.jpg', 'https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fpup-review-phinf.pstatic.net%2FMjAyMjEyMjRfMTA0%2FMDAxNjcxODYwNTUyNTY0.7Mv5HQm7sMv5zoHb8Fhdn_DIUglDWUaf4o_obLvxXuog.O7QaGF_FSkpEFe5X7_7VD2r28gmAn5gURoiHWMa6xBcg.JPEG%2F37D23D4E-91C1-4887-8CC4-EDA28BD6D74D.jpeg']","서울특별시 마포구 양화로15길 16 (서교동, 1층)",설맥 홍대서교점,178.5,192794.9722,450274.9543,02-336-0337,수: 16:00 - 01:00; 목: 16:00 - 01:00; 금: 16:00 - 01:00; 토: 16:00 - 01:00; 일: 정기휴무 (매주 일요일); 월: 16:00 - 01:00; 화: 16:00 - 01:00,100,"['예약', '무선 인터넷', '포장', '단체 이용 가능']",주차 가능,"['음식이 맛있어요', '가성비가 좋아요', '단체모임 하기 좋아요', '대화하기 좋아요']",[],[],일식
248,"['https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20250219_61%2F1739943457043Wyjzd_JPEG%2F20250219_143458.jpg', 'https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20250108_169%2F17363338415826wqEa_JPEG%2F20240818_143008.jpg', 'https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20250215_51%2F1739603347206meQv4_JPEG%2F20250214_182402.jpg']","서울특별시 마포구 어울마당로 126-1 (서교동,지1층)",통통돼지,59.74,193231.1294,450376.3383,0507-1387-0570,수: 11:00 - 02:00; 목: 11:00 - 02:00; 금: 11:00 - 02:00; 토: 11:00 - 02:00; 일: 11:00 - 02:00; 월: 11:00 - 02:00; 화: 11:00 - 02:00,199,"['콜키지 가능', '단체 이용 가능', '예약', '무선 인터넷', '포장', '유아의자', '대기공간', '장애인 휠체어 이용가능', '장애인 휠체어 이용가능']",주차 불가,"['음식이 맛있어요', '친절해요', '고기 질이 좋아요', '가성비가 좋아요']","['단체석', '입식']","[[""뽈살(양념)(200g)"", 15000], [""삼겹살(200g)"", 15000], [""항정살(150g)"", 16000], [""소갈비살(150g)"", 17000], [""왕막창(180g)"", 15000]]",한식
249,"['https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20180930_150%2F1538238998108ziafD_JPEG%2FIlzD27mTQzPTn9mfcQKT40kA.jpg', 'https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190111_146%2F15471964236222XbiA_JPEG%2Fz907EK2S3fmjimMlMtnNyHjx.jpg', 'https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190111_220%2F1547196423671IJ0Nq_JPEG%2FEIdvuywHro8O6aH_yZgwaecl.jpg']","서울특별시 마포구 와우산로29바길 16, 1층 (서교동)",황소곱창,85.04,193383.4263,450394.4173,02-6053-4848,수: 16:00 - 24:00; 목: 16:00 - 24:00; 금: 16:00 - 24:00; 토: 16:00 - 24:00; 일: 16:00 - 22:00; 월: 정기휴무 (매주 월요일); 화: 16:00 - 24:00,757,"['단체 이용 가능', '무선 인터넷', '예약']",주차 불가,"['음식이 맛있어요', '고기 질이 좋아요', '친절해요', '매장이 넓어요']",[],"[[""특양 (180g)"", 22000], [""한우곱창"", 19000], [""소막창"", 19000], [""소대창"", 19000], [""곱창모듬"", 20000], [""우삼겹"", 12000], [""염통"", 12000], [""볶음밥"", 3000], [""우삼겹사리"", 6000], [""떡사리"", 3000], [""소스메뉴"", 1000]]",한식
250,"['https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230831_47%2F1693481650676kJC3a_JPEG%2F1691544700586.jpg', 'https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230831_244%2F1693481673092Td3o9_JPEG%2F1691544668719.jpg', 'https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230831_200%2F1693481704642sjFVz_JPEG%2F1691544735803.jpg']","서울특별시 마포구 동교로 156, 1층 (서교동)",아리랑,92.85,192808.2684,450359.5683,02-336-7669,,364,"['콜키지 가능', '단체 이용 가능', '예약', '무선 인터넷']",,"['음식이 맛있어요', '친절해요', '가성비가 좋아요', '양이 많아요']",[],"[[""화로숯불구이+모츠나베 세트 1인"", 33000], [""갈비살"", 26000], [""하이볼"", 8000]]",한식
251,"['https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20221206_123%2F1670328801637iqQd3_JPEG%2F3%25B9%25F8%25B9%25E62.jpg', 'https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190328_162%2F1553774295068siCBE_JPEG%2Fa_BST53824.jpg', 'https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20221206_154%2F1670328337125sxX0y_JPEG%2F2%25B9%25F8%25B9%25E6.jpg']","서울특별시 마포구 홍익로3길 44, 5층 (서교동)",원나잇,306.72,192984.7094,450043.4181,0507-1426-0912,수: 16:30 - 02:30; 목: 16:30 - 02:30; 금: 16:30 - 03:30; 토: 16:30 - 03:30; 일: 16:30 - 02:30; 월: 16:30 - 02:30; 화: 16:30 - 02:30,688,"['콜키지 가능', '생일 혜택', '예약', '단체 이용 가능', '무선 인터넷', '장애인 휠체어 이용가능', '장애인 주차구역']",주차 불가,"['음식이 맛있어요', '단체모임 하기 좋아요', '대화하기 좋아요', '기본 안주가 좋아요']","['룸', '단체석']","[[""간사이 오뎅탕"", 24000], [""차돌버섯 스끼야끼"", 26000], [""돈까스 짬뽕"", 25000], [""나가사키 짬뽕"", 24000], [""통목살 김치찜"", 26000], [""촉촉 갈릭보쌈"", 24000], [""비빔 훈제오리"", 24000], [""돔베고기 비빔쫄면"", 24000], [""벌교꼬막 비빔소면"", 23000], [""THE 해물떡찜"", 25000], [""REAL 순살파닭"", 23000], [""감자품은 새우"", 24000], [""봉골레 술찜파스타"", 26000], [""레몬치킨 커틀렛"", 24000], [""중화삼겹 숙주볶음"", 24000], [""석류레몬 과일화채"", 23000], [""비쥬얼 왕빙수"", 23000], [""바짝양념 닭강정"", 24000], [""해물모둠 야끼동"", 24000], [""소고기 타다끼"", 26000], [""해물해장라면"", 10000], ["""", null], ["""", null]]",양식
252,"['https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20241206_170%2F1733471203615bUSHc_JPEG%2F1000001927.jpg', 'https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150901_119%2F1441058017071XyPK1_JPEG%2FSUBMIT_1381728458957_33399701.jpg', 'https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150901_36%2F1441058017275srmIh_JPEG%2FSUBMIT_1381728459191_33399701.jpg']","서울특별시 마포구 와우산로29길 14-8 (서교동, 지하1층 일부)",고토히라우동,35.0,193674.7825,450314.4491,0507-1432-1678,,625,"['무선 인터넷', '단체 이용 가능', '예약']",주차 불가,"['음식이 맛있어요', '친절해요', '양이 많아요', '혼밥하기 좋아요']",[],"[[""해물우동"", 9500], [""에비텐우동"", 9500], [""니꾸우동"", 9500], [""키노코우동"", 9000], [""치쿠와우동"", 9000], [""키즈네우동"", 9000], [""김치돈까스우동"", 10500], [""자루우동"", 9000], [""냉우동"", 9500], [""수제돈까스"", 9000], [""새우튀김"", 4500], [""오징어다리튀김"", 4500], [""치쿠와튀김"", 2500], [""치쿠와우동"", 9500], [""냉소바"", 9500], [""오뎅우동"", 9500], [""자루우동"", 9000], [""자루소바"", 9000]]",일식
253,"['https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20231017_251%2F1697470469230gVbjf_JPEG%2FIMG_9635.jpeg', 'https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20231017_32%2F16974704721010ip1Y_JPEG%2FIMG_9615.jpeg', 'https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20231017_156%2F1697470471794SnSlc_JPEG%2FIMG_9614.jpeg']","서울특별시 마포구 와우산로29라길 12, 1층 (서교동)",카페333,109.49,193482.5026,450338.0838,02-3144-3312,수: 11:00 - 22:00; 목: 11:00 - 22:00; 금: 11:00 - 22:00; 토: 11:00 - 22:00; 일: 11:00 - 22:00; 월: 11:00 - 22:00; 화: 11:00 - 22:00,297,"['무선 인터넷', '포장']",주차 불가,"['커피가 맛있어요', '음료가 맛있어요', '친절해요', '인테리어가 멋져요']",[],"[[""아메리카노"", 5000], [""카페라떼"", 5500], [""콜드브루"", 5500], [""자몽에이드"", 6000], [""초코라떼"", 6000]]",한식
254,"['https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240813_137%2F1723497711996syi6d_JPEG%2FDSC06657_copy.jpg', 'https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240813_166%2F1723497718628KzFAB_JPEG%2FDSC06699_copy.jpg', 'https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240813_69%2F1723497727366pqTwa_JPEG%2FDSC06682_copy.jpg']","서울특별시 마포구 동교로18길 44 (서교동,1층 일부)",텃밭,80.14,192688.797,450136.7029,0507-1411-2777,수: 11:00 - 19:00; 목: 11:00 - 19:00; 금: 11:00 - 19:00; 토: 11:00 - 15:00; 일: 정기휴무 (매주 일요일); 월: 11:00 - 19:00; 화: 11:00 - 19:00,244,['단체 이용 가능'],,"['음식이 맛있어요', '가성비가 좋아요', '친절해요', '양이 많아요']",[],"[[""양념돼지불백"", 8000], [""동태찌개"", 8000], [""닭도리탕"", 8000], [""옛날돈가스"", 8000], [""카레돈가스"", 8000], [""뚝배기불고기"", 8500], [""돌솥비빔밥"", 8000], [""돌솥알밥"", 8500], [""돌솥참치"", 8000], [""돌솥제육"", 8000], [""돌솥불고기"", 8500], [""부대찌개"", 8000], [""김치찌개"", 8000], [""참치찌개"", 8000], [""된장찌개"", 7500], [""청국장"", 8000], [""순두부"", 7500], [""콩비지"", 7500], [""닭곰탕"", 8000], [""닭개장"", 8000], [""북어국"", 8000], ["""", null], ["""", null], ["""", null]]",일식
255,"['https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200417_133%2F1587080963906DOBxM_JPEG%2Fe7kOAnfmPpog8GLli1wu-pU4.jpg', 'https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20250109_2%2F1736393327214JMfKz_JPEG%2F%25BE%25C0%25C7%25C7%25C0%25DA_%25B0%25CB%25BB%25F6%25B1%25A4%25B0%25ED2.jpg', 'https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20180319_58%2F1521433021195b9nF7_PNG%2FFa0F0kYloPBHM1taie8kLTo0.png']","서울특별시 마포구 독막로7길 51, 3,4층 (서교동)",시카고,123.72,192840.5624,449761.7855,0507-1306-4636,수: 11:30 - 22:00; 목: 11:30 - 22:00; 금: 11:30 - 23:00; 토: 11:00 - 23:00; 일: 11:00 - 22:00; 월: 11:30 - 22:00; 화: 11:30 - 22:00,413,"['테이크아웃 할인', '포장', '무선 인터넷', '단체 이용 가능', '배달', '예약']",주차 불가,"['음식이 맛있어요', '친절해요', '인테리어가 멋져요', '특별한 메뉴가 있어요']","['단체석', '입식', '테라스', '연인석', '1인석']","[[""마일드 마스카포네"", 29000], [""베이컨 체다 크리미"", 30000], [""스위트 갈릭"", 27000], [""올 미트"", 31000], [""얌 고구마"", 27000], [""바삭퐁 감자"", 27000], [""지킬 앤 하이드"", 27000], [""디아볼라"", 27000], [""눈꽃 명란 크림 파스타"", 18000], [""새우 로제 파스타"", 16000], [""알리오올리오"", 15000], [""아마트리치아나"", 16000], [""까르보나라파스타"", 16000], [""바질크림파스타"", 16000], [""눈꽃 명란 크림 보리 리조또"", 18000], [""새우 로제 보리 리조또"", 16000], [""바질 크림 보리 리조또"", 16000], [""채끝등심 스테이크"", 31000], [""립아이 스테이크"", 58000], [""돈마호크 스테이크"", 25000], [""티본 스테이크"", 89000]]",양식
256,"['https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190821_190%2F1566362413354kE1bq_JPEG%2FWWOHQ6wgPiwCaqqrTaFVR4qG.jpg', 'https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190707_107%2F15625043420762NdzS_JPEG%2Fb5WXDXXt_bFSJ5hj7UK7w0LU.jpg', 'https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211108_98%2F1636309611881K2BaK_JPEG%2FUNhZuvJvAD1Hvxap3qVxBsBe.jpg']","서울특별시 마포구 양화로6길 57-5, 지상1층 지하1층 층 (서교동)",대포막창 生 삼겹,48.07,192637.266,449633.1011,02-322-3928,수: 17:00 - 01:00; 목: 17:00 - 01:00; 금: 17:00 - 01:00; 토: 16:00 - 01:00; 일: 16:00 - 01:00; 월: 정기휴무 (매주 월요일); 화: 17:00 - 01:00,228,"['단체 이용 가능', '예약', '무선 인터넷']",,"['음식이 맛있어요', '친절해요', '특별한 메뉴가 있어요', '가성비가 좋아요']",[],"[[""대구납작생막창 (150g)"", 14000], [""대구소막창(150g)"", 23000], [""양념막창볶음 (150g)"", 16000], [""국내산삼겹살(160g)"", 14000], [""마늘소스껍데기"", 5000], [""칼칼해물라면"", 5000], [""고추장찌개"", 8000], [""마가린밥"", 3000], [""볶음밥"", 3000]]",한식
257,"['https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240628_111%2F1719501268795rnbPt_JPEG%2FKakaoTalk_20240627_235217665_09.jpg', 'https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20241202_188%2F1733140980403xLOd2_JPEG%2F1732947591408-6.jpg', 'https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240618_106%2F171870438943954DRl_JPEG%2FKakaoTalk_20240618_184754776.jpg']","서울특별시 마포구 와우산로29마길 6 (서교동, 지하1층 일부)",쭌곱창,44.39,193454.9977,450399.4894,0507-1308-2087,수: 16:00 - 23:00; 목: 16:00 - 23:00; 금: 16:00 - 23:00; 토: 16:00 - 23:00; 일: 16:00 - 23:00; 월: 16:00 - 23:00; 화: 16:00 - 23:00,514,"['테이크아웃 할인', '무선 인터넷', '포장', '배달', '예약', '단체 이용 가능']",주차 불가,"['음식이 맛있어요', '양이 많아요', '특별한 메뉴가 있어요', '친절해요']",['단체석'],"[[""세트 A"", 35000], [""곱창"", 12000], [""세트 B"", 36000], [""세트 C"", 37000], [""갈비"", 14000], [""닭발"", 15000], [""볶음밥"", 3000], [""우동사리"", 4000], [""계란찜"", 5000], [""치즈사리"", 5000], [""마요김치주먹밥"", 4000], [""생크림파인애플"", 2000], [""눈꽃치즈계란찜"", 6000], [""치즈 or 갈릭 퐁듀"", 2000]]",양식
258,"['https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fnaverbooking-phinf.pstatic.net%2F20230617_13%2F1686999332573ieBsG_JPEG%2Fimage.jpg', 'https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fnaverbooking-phinf.pstatic.net%2F20240311_37%2F1710096277786TAMtm_JPEG%2Fimage.jpg', 'https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fnaverbooking-phinf.pstatic.net%2F20240311_275%2F1710096288519Li6dn_JPEG%2Fimage.jpg']","서울특별시 마포구 와우산로21길 20-5 (서교동, 지하1층)",노라바라,274.95,193166.9889,450348.9015,02-333-3119,화: 16:00 - 06:00; 수: 16:00 - 06:00; 목: 16:00 - 06:00; 금: 16:00 - 07:00; 토: 16:00 - 07:00; 일: 16:00 - 06:00; 월: 16:00 - 06:00,248,"['예약', '단체 이용 가능', '무선 인터넷']",무료 주차 가능,"['음식이 맛있어요', '단체모임 하기 좋아요', '기본 안주가 좋아요', '친절해요']","['룸', '단체석', '연인석', '1인석', '입식']","[[""순살치킨"", 19000], [""버팔로윙스틱"", 20000], [""쥐포튀김+알새우칩"", 19000], [""마늘간장치킨"", 20000], [""볶음탕수육"", 20000]]",양식
259,"['https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20170618_175%2F1497776394932bpayo_JPEG%2F186568578973493_0.jpeg', 'https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20170618_239%2F1497776395687yTDh7_JPEG%2F186568578973493_1.jpeg', 'https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20170618_80%2F1497776396435hgKXH_JPEG%2F186568578973493_2.jpeg']","서울특별시 마포구 와우산로29길 14-7 (서교동, 1층)",모미모미 홍대본점,44.49,193656.7568,450323.787,02-2138-7354,수: 10:30 - 21:00; 목: 10:30 - 21:00; 금: 10:30 - 21:00; 토: 10:30 - 21:00; 일: 10:30 - 21:00; 월: 10:30 - 21:00; 화: 10:30 - 21:00,937,"['단체 이용 가능', '포장', '무선 인터넷']",,"['음식이 맛있어요', '재료가 신선해요', '친절해요', '양이 많아요']",[],"[[""오사카풍 멘치카츠 정식"", 14000], [""샤르르 연어장 정식"", 15000], [""빚조은 생연어 정식"", 15000], [""몽블랑 스테이크 정식"", 16000], [""샤르르 연어장 덮밥"", 13000], [""빚조은 연어 덮밥"", 13000]]",일식
260,"['https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150831_9%2F14410186319294R46h_PNG%2F146965555450558_0.png', 'https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150831_138%2F14410186321639qQPF_JPEG%2F146965555450558_1.jpg', 'https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150831_23%2F14410186324070uozN_JPEG%2F146965555450558_2.jpg']","서울특별시 마포구 어울마당로 58-1 (서교동,1층)",깐부치킨,89.83,192982.3766,449782.4797,02-325-7512,,60,['포장'],,"['음식이 맛있어요', '재료가 신선해요', '친절해요', '단체모임 하기 좋아요']",[],"[[""숯불 핫 바베큐구이"", 21000], [""고추간장 순살치킨"", 23000], [""로스트 윙봉"", 19000], [""마늘간장 순살치킨"", 23000], [""마늘간장 크런치윙봉"", 22000], [""마늘간장치킨"", 22000], [""바삭한식스팩"", 23000], [""빠삭커리네순살치킨"", 23000], [""빠삭커리네윙봉"", 23000], [""빠삭커리네치킨"", 23000], [""스윗 순살치킨"", 23000], [""크런치 윙봉"", 20000], [""크리스피 순살치킨"", 22000], [""크리스피윙봉"", 21000], [""크리스피치킨"", 22000], [""파닭 순살치킨"", 22000], [""핫 바베큐 로스트윙봉"", 22000], [""핫 바베큐 순살치킨"", 22000], [""후라이드치킨"", 20000], [""깐부통닭"", 19000]]",양식
261,"['https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220830_87%2F1661870115100Vss1Q_JPEG%2F147-IMG_4981.jpg', 'https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220830_207%2F1661870110023vpeSk_JPEG%2F83-IMG_4745.jpg', 'https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220719_93%2F16582252887954ly29_JPEG%2FKakaoTalk_20220718_192840837.jpg']","서울특별시 마포구 독막로7길 20 (서교동,1층)",몽주방,103.48,192786.2352,449607.9105,0507-1364-7875,수: 16:00 - 01:00; 목: 16:00 - 01:00; 금: 16:00 - 02:30; 토: 16:00 - 02:30; 일: 16:00 - 01:00; 월: 16:00 - 01:00; 화: 16:00 - 01:00,899,"['무선 인터넷', '단체 이용 가능', '예약']",,"['음식이 맛있어요', '특별한 메뉴가 있어요', '인테리어가 멋져요', '친절해요']",[],"[[""돈카츠나베"", 27000], [""몽도리탕"", 28000], [""삼겹김치찜"", 26000], [""아롱스지수육"", 32000], [""육회 한상"", 32000], [""육회"", 25000], [""소고기 타다끼"", 25000], [""레몬크림 가라아게"", 18000], [""닭목살구이"", 18000], [""청어알 두부쌈"", 16000], [""명란 계란말이"", 15000], [""탕수육"", 16000], [""제육두부김치"", 18000], [""창란젓크림치즈"", 10000]]",양식
