id,embedded,embedding
2,탭샵바 원래도 좋아하는데합정점 되게 넓고 예쁘네요 탭샵바는 사실 떡볶이 맛집이거든요 무조건 시키시고,
2,멋진 인테리어 깔끔한 매장 다양한 와인종류까지 추천합니다,
2,한국에서 편하게 와인 먹은게 처음인 만큼 매력적입니다 각국에 가성비 와인을 즐겨 마실수 있는 기회,
2,평소 좋아하는 탭샵바가 합정에 생겼다고 해서 방문했어요 좌석도 많고 인테리어도 깔끔하고 친구들 만나기도 좋고 연인들끼리 와도 좋을 거 같아요 조금씩 여러 종류의 와인을 맛볼 수 있어서 좋습니다,
2,와인종류도 다양하고 분위기가 좋아요,
2,넓고 쾌적하고 단체모임하기 좋아요 여러 종류의 와인을 테이스팅 해보고 구매할수 있어 그점이 특히나 마음에 드네요,
2,좋았어요,
2,도산대로점 을지로점만 가다가 합정점 생겼대서 와봤는데 너무 넓고 분위기도 좋아요 음악도 좋고 테이블간 간격도 을지로점보다 넓어서 훨씬쾌적하게 있다갑니다 탭샵바는 어느지점 가도 실패가 없는것 것같아서 자주 다니게 되네용,
2,합정에 있는 와인바 여튼 가성비 좋고 여러 종류의 와인을 접하고 내게 맞는 와인과 여러 주류를 접해 볼 수 있는 곳분위가 좋고 음악도 좋고 합리적인 가격으로 다양한 음식을 맛볼 수 있는 좋은 와인바가격대비 음식 맛도 훌륭하다두번째 방문인데 무조건 다시 올거야,
2,와인 종류가 엄청 다양하고 편한분위기에서 편하게 와인 먹기 좋아요,
4,지나가다가 간판이 특이해서 들렀는데 너무 좋았습니다 잘 먹고 갑니다 또 들릴게요,
6,약속 있을땐 낙경이 최고 술도 다양하고 음식이 맛있어요,
12,개인적으로 레몬소주 맘에 들었구여 닭구이껍질 맛잇엇어요,
13,신나게 춤 출수있는 술집,
14,상하기 직전 과일이 많은 것 같아요 여러개가 상태가 안좋았어요,
17,지나가다 봤서 한번 시켜먹어봤었는데 맛이 엄청나더라구요 닭맛을 기가막히게 내시는거같습니다 닭구이좋아해서 여기저기가봤는데 이집만큼 잘내는데 없을듯,
20,사장님이 친절하시고 분위기 좋습니다 혼자 가도 좋아요,
21,생카로 왔는데 너무 좋았어요,
23,하이볼 맛집 배 하이볼 달달하고 넘 맛있었고 야키토리 알감자튀김 조합도 좋았어요 가벼운 안주들이 많아 차 장소로 추천 분위기가 좋고 하이볼도 종류가 많아서 다음에는 다른 하이볼 마시러 가고 싶어요,
25,고기가 맛있어요,
28,시그니처 메뉴 고등어덮밥입니다 고등어도 되게 잘 구워졌고 밥에 얹은 소스가 맛있어요,
30,맛잇어요 최고,
34,맛있어요좋아요,
35,길따라 좋은 꼬치집 없나 보고있던 차에 우연히 자리가 빈 틈을 타 들어간 집 원래 리뷰 어느정도 보고 들어가는 성격이라 리뷰가 없길래 의아했지만 신장개업을 한 집이더군요 접객이 너무 좋아서 차로 놀랐고 안주는 주방장님이 직접 서빙 와주셔서 설명해주시는게 기분이 좋았답니다 안주가 살짝 타서 다시하는 중이라 양해부탁드린다며 내어주신 서비스 안주까지 엥간 리뷰 이벤트해도 귀찮아서 안받고 안남기는데 저같이 리뷰보고 오는 사람들이 혹여나 이 맛집을 놓칠까 리뷰를 작성해봅니다 나만 알고싶지만 이런 맛집은 결국 유명해지는법 첫 리뷰 꼭 쓰겠다고 다짐하고 씁니다,
36,올해처음 본 꼬막 보는순간 사진도못찍고 흡입 비린것없이 꼬막에 맛잇는짠맛 최고입니다,
37,딸기치즈폼우롱티 존맛탱이네요 큰 사이즈로 할걸 그랬어요 타로펄밀크티는 타로펄이 신기해서 주문했어요 맛나요,
39,안주가 맛있고 술 마시기 좋은 장소입니다,
40,음식도 너무 맛있었고 다들 너무 너무 친절하신데 특히 상민님 너무 친절하게 대해주셔서 존함까지 여쭤봤어요그리고 샛별님두 다들 너무 서비스 잘해주셔서 감사합니다 재방문 의사 퍼센트입니닷,
48,퇴근후 혼밥 단골집 매장 조용하니 깔끔 파스타 너무 맛있어요,
52,시그니처 칵테일 하우스 꼭 드셔보세용 음악도 대화하기 부담스럽지 않아서 차로 오기 좋아요,
55,사장님 왕친절하시고 치즈피자 치즈양도 많고 맛있어요 생맥주도 완전 부드럽고 좋습니다,
56,,
57,좋아요,
62,여자친구랑 기념일에 갔는데 인한상이 있어서 그걸로 시켰습니다 양이 엄청 많고 메뉴 다 맛있게 먹었네요 매콤토마토 전골이 국물이 진하고 인상깊었습니다,
65,내부 깔끔해요 헌데 야채튀김이 감자만 있고 다른 야채 하나 없어 놀랬네요 감자튀김에 양념 발라 먹는 느낌이예요 제육김밥은 심심한편이라 호불호가 있을거같아요 담에 다른 밥류 도전해봐야할거 같아요혼밥하기 좋아요,
67,분위기가 너무 좋고 메론소다 서비스 주셨어요,
70,너무 맛있고 분위기도 좋아요,
206,,
72,건강한 음식과 좋은 분위기 그리고 맛 까지 빠진것 없이 완벽한 곳입니다 웨이팅 생기지 않기를,
75,조아요,
77,재밌어요,
83,짬뽕 맛집입니당 연말에 해장하기 딱이에요,
85,샤브샤브보다 월남쌈을 좋아하는데 보통의 샤브샤브집은 샤브샤브 위주라 아쉬웠다면 소담촌은 월남쌈이 잘 나오고 무한리필에 재료도 다양하고 신선해서 자주 애용하게 됩니다,
88,고기가 맛있어요 파채 된장찌개도 너무맛있어요,
90,전완근 미남 사장님들이 계시는곳 항상 화이팅 넘치고 안주도 맛나고 나스서교는 사랑입니둥,
92,맛도 괜찮고 양도 많아요,
98,떡 너무 맛있어요 외국인 친구 데려오면 엄청 좋아할거 같은 퓨전 떡집이에요 사장님도 짱 친절,
123,홍대 맛있는 피자집 발견해서 너무 좋아요 분위기도 진짜 힙하고 제일 중요한 건 피자가 존맛 하프앤하프로 엘로떼랑 베이컨 포테이토 했는데 엘로떼는 통 슬라이스 옥수수가 들어가서 달달 쫀득 맛있었고 베이컨 포테이토는 웨지 감자가 아니라 약간 케이에프씨 감자튀김 고퀄리티 버전이 들어가있어서 감자가 바삭바삭하고 여러개 들어가 있어서 크리스피 한 식감이 너무 좋았어요 아 또먹고 싶다 여기 가시는 분들 엘로떼랑 베이컨 포테이토 강력추천입니당 제발 먹어주세여 마지막으로 양도 많아서 원래 둘이한판 다 먹는데 세조각 남겨서 포장했어요 포장 오백원이라 그래서 호일에 싸주시나 했는데 완전 힙한 박스 포장 굿굿 정말 홍대 피잣집 넘버원으로 흥하세요 월드컵하면 축구보면서 피자 먹으러 가겠슴당,
124,삽겹살과 맛난 김치 구워서 함께 먹으면 쨩쨩입니다,
125,타코집 하면 뻔한 분위기에 느낌이였는데 여기는 기존 먹던 타코와도 맛도 다르고 와인이 있는게 신기하네요 데이트하러 자주 올께용,
129,참치연어 진짜 개맛있어용 친구들은 추가로 시킨 유린기가 더 맛있대영 화장실 깔끔하고 직원분들 친절해서 재방문 의사 있습니다아아아,
130,너무 친절하시고 분위기도 좋았어요,
131,분위기도 좋고 노래도 좋아요 집에서 가까이만 있음 자주 갔을 것 같아요,
132,생각보다 맛있지 않았는데 사람들이 엄청 많아서 줄서있네요,
136,분위기가 너무 좋은 술집,
143,전반적으로 너무 맛있고 식당 또한 깔끔해서 굉장히 좋았어요,
147,제가 먹어본 비빔국수 중에서 엄마가 해준 것 다음으로 맛이소다고 생각하는 비빔국수라고 생각해요 일단 간이 강하지 않아 맵지 않아요 톳이 들어가 있어서 신선함이 느껴지고 오이와 사과 덕분에 식감도 아삭하고요 꼬막도 많고 덕분에 다채로운 식감이 느껴집니다 비빔국수는 매운 소스 맛이나 참기름향이 많이 나는 경우가 종종 있는데 여기는 어느 것 하나 강하지 않고 고소하면서 식감도 재밌고 소스도 오묘한 맛이라 정말 맛있었어요 고기 국수는 느끼하지 않을까 생각했는데 이것도 간이 세지 않고 슴슴해서 깔끔한 맛으로 좋았어요 먹어보니 다른 메뉴들도 궁금해서 조만간 또 가려 합니다,
148,점심먹을곳을 찾다가 우연히 발견한집이였는데 가보니 이미 핫플이였음 인 샤브메뉴라 먹기도 간편하고 번거로움이 없이 좋았고 음식도 진찌 맛있었음,
150,맛있었어요 터키 티도 최고,
152,안주가 우선 저렴하고 맛있어요,
154,스프카레 맛있어요,
155,합정에서 술 마시면 꼭 차로 가는 곳이에요 맛있습니다 조금 시끄러운 편이긴 한데 텐션 올리기 좋아요,
162,진짜 인생에서 먹은 닭 중에 최고로 맛있었어요 지금까지 이런 닭은 없었다 닭껍질튀김계의 레전드 킹 레전닭 싱가폴에서 건너온 현지 음식 소스도 너무 맛있었고 최고였어요 진짜 거짓없이 꼭 다시 올 것 같아용 말씀해주신 것 꼭 다음에 먹으러 올게용 감사합니댜,
165,모듬만두,
167,항상 맛있게 먹고 있어요 감사합니다,
171,진한 바다향 맛있었어요,
172,사장님이 재밌어요,
175,여기는 여자 매니저부터 들어가는데 말투부터 불친절없게 이야기 하시고 친구가 술에 취해 충전을 맡겼는데 찾으러 갔는데 와서 확인을 해달라는 식으로 이야기를 해서 지금 제가 전화 하고 있잖아요 이러니깐 짜증을 낸다면서 제가 욕을 한 것도 아닌데 남자 사장님이 시발 이러고 욕을 하면서 너 일로 와봐 때릴 기세로 무서워서 오렌지룸 갈까요 사장님 매니저부터 가게가 저렇게 행동 하는데 리뷰를 보시고 아시는 손님께서는 다른 가게를 추천 드립니다 사장님부터 손님한테 욕을 하는데 가게가 잘 못 된거 같아서 다른 술집을 추천 드립니다 홍대에서 가게 하신다고 어차피 너희는 온다고 배짱 부리는 가게 인 거 같습니다 다른 가게를 추천드립니다 절대 가지 마세요,
177,년전에 방문햇었는데 여전히 맛있네용,
179,귿,
180,항상 맛있어요,
181,맛있어요 단골될 예정입니당,
183,좋아요,
186,이만한 양과 퀄리티에 이 가격이면 이 근처에서 가장 괜찮은 식당에 손꼽힌다고 봅니다 아주 훌륭해요,
187,늦게까지 놀기 좋아요,
188,냉면 정말 맛있어요 만두도 맛있어요,
196,에이닷 쿠폰으로 저렴하게 잘 먹었어요,
198,친구들과 함께 방문했는데 대기 시간없고 쾌적하게 식사했습니다 내부 인테리어가 넘 독특하고 이뻐서 눈도 입도 즐거웠어요 앞치마도 넘 기엽구 떡볶이도 진짜 맛있었습니다 친구들과 즉석 떡볶이를 먹고 싶다면 뮤 족 권 오세요,
199,만족 스러운 곳 입니다,
201,음식이 맛있어요,
202,여기 피자 너무맛있어용 끝내줘용 다트 잼나게 던지다 먹으니 더 맛있음,
203,좋아요 굳 다시 가고싶네요,
207,키오스크가 있지만 일하시는 분들이 잘 활용을 못해서 아쉬워요 맛은 좋아요 제발 테이블 번호와 음식을 맞춰서 가져다주시길,
208,얼마전에 왔는데 또 오게 됐네요 매장도 청결하고 직원분도 친절하시고 맛도 보장 되있어요,
210,비빔국수점심으로,
212,굿,
216,저녁 코스요리 가격도 착하고 맛있어요 두번째 방문입니다 직원 분이 외국분이셔서 한국어가 좀 서투시지만 한국인 사장님도 계십니다 음식도 빨리 나오고 맛도 좋습니다 그에 비해 리뷰가 좀 적은데 더 알려졌으면 해요,
217,갈때마다 아주 만족스러운 식사 합니당,
218,친절하시고 언제가도 항상 맛있습니다 근방 이자카야 중 최고인거 같아요 배달 열심히 시켜먹다가 오랜만에 매장에 방문했는데 사케 종류도 많고 분위기도 아늑하니 좋은시간 보냈습니당,
221,여기 진짜 치킨맛집이에요 옛날호프느낌 치킨과 맥주면 말다했죠 집와서도 생각나는 치킨맛 조만간 또 방문하려구요,
222,음료도 맛있고 디저트도 예쁘고 맛있어요,
223,너무 맛있어요,
224,친구 만나기로 하고 추천받고 갔는데 친절하시고 맛도 좋네요,
225,가리비 토마토 탕 레알 따끈하고 진하니 넘 맛있었어요 메로구이도 고소 담백하고 너모 맛있었어요 사장님도 친절하시고 덕분에 따뜻하게 즐거운 시간 보내다왔네요,
226,좋은 곳 발견해서 좋아요,
229,맛있었어요 족발 쫄깃쫄깃,
235,남편은 맛나게 먹는데 저도 잘먹었어요,
236,고기가 부드럽고 맛있어요,
239,너무너무 맛있어요 근처 맛집 다 문 닫아서 여기로 왔는데 여기가 맛집이었습니다,
241,쏘쏘 늦게까지 하는 건 좋아요,
243,가끔가면 즐거운곳 입니다,
244,아주맛있었어요 또가고싶네요,
245,홍대 칵테일바 더파이브올스 가성비 미친 안주들과 칵테일로 사람 항상 많은 듯 합니다 고앵이 사랑해 외치는 사람 나야나 이런 분들 가시면 너무 좋을 듯 싶고요 야끼소바랑 어니언링 웨지감자 시켰는데 개인적으로 야끼소바 더 추천드려용 칵테일 설명이 다 나와있어서 알못인 저도 시켜먹기 너무 좋았습니다 추천해요,
246,주말이랑 공휴일은 런치세트 주문이 불가해서 모둠초밥 시켰는데 맛있었어요 서비스로 우동도 주셨는데 국물에서 쑥향이 많이 나서 맛있었습니당,
247,좋아요,
249,너무 맛있어요,
250,분위기도 너무 좋고 직원분도 너무너무 친절하세요 고기가 입에서 녹아요 술이 술술 들어가요,
253,내부가 좁지않고 아늑하게 되어있어요,
255,너무 맛있고 피자랑 파스타 조합 괜찮네요 맛있었다 양이 많아요 은근 최고,
259,정말 맛있어요 굿굿,
